combined_rank,division_rank,first_name,last_name,alias,region,division,conservative_rating,mu,sigma,ordinal,matches_played,percentage_of_best
8872,3613,Patrik,Lundqvist,,SWE,Production,-0.78,24.59,30.14,-65.84,1,-1.32
8873,3614,Åke,Jyrkäs,,SWE,Production,-0.78,23.34,28.66,-62.64,1,-1.32
8874,962,Henrik,Sjöholm,,SWE,Open,-0.78,23.3,28.61,-62.54,1,-0.91
8875,3615,Malin,A,,SWE,Production,-0.79,22.95,28.2,-61.66,1,-1.33
8876,3616,Tobias,Borén,,SWE,Production,-0.79,24.82,30.43,-66.47,1,-1.34
8877,3617,Rahel,Azad,,SWE,Production,-0.79,21.03,25.93,-56.75,6,-1.34
8878,1590,Jonathan,Baroshe,,SWE,Production Optics,-0.79,23.01,28.28,-61.83,1,-1.08
8879,963,Jonas,Hansson,,SWE,Open,-0.79,24.79,30.4,-66.41,1,-0.92
8880,3618,Petar,Skrobic,petar15,SWE,Production,-0.79,25.25,30.95,-67.59,2,-1.35
8881,1591,Petri,Ukonmäki,peuko,SWE,Production Optics,-0.8,23.47,28.83,-63.02,1,-1.08
8882,1592,Kyrre,Pedersen,,SWE,Production Optics,-0.8,22.81,28.05,-61.34,1,-1.09
8883,964,Pontus,Johansson,pontushbg,SWE,Open,-0.8,23.58,28.97,-63.33,1,-0.92
8884,3619,Martina,Cullin,martina,SWE,Production,-0.8,23.99,29.46,-64.38,1,-1.35
8885,965,Rune,Gulbrandsen,dozer,SWE,Open,-0.8,24.03,29.51,-64.5,3,-0.93
8886,1691,Klas,Nilsson,securitymanager,SWE,Standard,-0.8,23.91,29.36,-64.18,2,-1.76
8887,3620,Sofie,Karlsson,,SWE,Production,-0.81,23.68,29.1,-63.61,1,-1.36
8888,3621,Joel,Säterdahl,,SWE,Production,-0.81,21.45,26.44,-57.88,2,-1.37
8889,3622,Sven,Lovgren,,SWE,Production,-0.81,25.05,30.72,-67.12,2,-1.37
8890,88,Hans,Holm,,SWE,Revolver,-0.81,21.69,26.73,-58.5,2,-4.3
8891,3623,Rickard,Ranfors,,SWE,Production,-0.81,25.43,31.18,-68.11,6,-1.37
8892,3624,Martin,Boström,,SWE,Production,-0.81,22.94,28.22,-61.72,1,-1.38
8893,259,pasi,pirttikoski,trooper,SWE,Classic,-0.82,24.4,29.96,-65.48,4,-2.76
8894,966,Mathias,Pettersson,,SWE,Open,-0.82,24.69,30.32,-66.27,6,-0.95
8895,967,Christer,Back,40sw,SWE,Open,-0.83,24.83,30.48,-66.62,6,-0.95
8896,1692,Jonny,Axelsson,jax,SWE,Standard,-0.83,25.14,30.85,-67.42,1,-1.81
8897,968,Magnus,Lundbeck,suvarb,SWE,Open,-0.83,24.41,29.98,-65.53,3,-0.96
8898,3625,Linus,Ahl,alder,SWE,Production,-0.83,20.74,25.62,-56.13,4,-1.4
8899,3626,Kevin,Lee,kevin,SWE,Production,-0.83,24.1,29.61,-64.75,1,-1.4
8900,89,Ola,Carlsson,ola944,SWE,Revolver,-0.83,24.15,29.67,-64.88,1,-4.4
8901,1593,Max,Manlander,,SWE,Production Optics,-0.83,22.87,28.16,-61.6,1,-1.13
8902,1693,Peter,Gustafsson,,SWE,Standard,-0.83,24.93,30.6,-66.89,1,-1.82
8903,1594,Stina Wallin,Action Reaction Sports AB,,SWE,Production Optics,-0.83,22.28,27.47,-60.11,1,-1.13
8904,1694,Andreas,Wennerberg,affe,SWE,Standard,-0.83,24.31,29.88,-65.32,1,-1.82
8905,1695,"Fredrik, ""Bisse""",Eliæson,bisse,SWE,Standard,-0.83,24.8,30.46,-66.58,2,-1.82
8906,3627,Håkan,Wester,,SWE,Production,-0.83,24.47,30.07,-65.73,1,-1.41
8907,1595,Martin,Åkesson,krakan88,SWE,Production Optics,-0.83,22.21,27.39,-59.95,2,-1.14
8908,3628,Karl,Lindgren,safari,SWE,Production,-0.83,18.31,22.74,-49.92,5,-1.41
8909,3629,Pontus,Nordgren,nogge,SWE,Production,-0.84,23.71,29.17,-63.79,2,-1.41
8910,1696,Henrik,Smeds,smeden,SWE,Standard,-0.84,24.94,30.63,-66.94,1,-1.83
8911,1697,Bo,Jansson,boaw,SWE,Standard,-0.84,24.72,30.37,-66.38,1,-1.83
8912,1698,Andreas,Eriksson,,SWE,Standard,-0.84,24.6,30.23,-66.08,1,-1.84
8913,1699,Alexander,Perlman,slutbossen,SWE,Standard,-0.84,24.6,30.23,-66.1,1,-1.85
8914,969,Björn,Blomstedt,dotz,SWE,Open,-0.85,22.98,28.31,-61.95,1,-0.98
8915,3630,Jeanette,Bertilsson,sigrmist,SWE,Production,-0.85,23.98,29.5,-64.52,1,-1.43
8916,3631,Stefan,Söderström,,SWE,Production,-0.85,25.17,30.91,-67.56,3,-1.43
8917,260,Christofer,Hellgren,,SWE,Classic,-0.85,25.44,31.23,-68.26,2,-2.87
8918,1596,Carl-johan,Johansson,,SWE,Production Optics,-0.85,23.18,28.56,-62.49,1,-1.16
8919,3632,Erik,Ohlsson,eo84,SWE,Production,-0.85,24.31,29.9,-65.4,2,-1.45
8920,1700,Johan,Strömberg,,SWE,Standard,-0.86,24.75,30.43,-66.53,1,-1.87
8921,3633,JÖRGEN,AUGUSTSSON,,SWE,Production,-0.86,24.48,30.1,-65.83,3,-1.45
8922,3634,Adam,Roy,,SWE,Production,-0.86,23.58,29.03,-63.52,1,-1.45
8923,1701,Per,Byberg,xiter,SWE,Standard,-0.86,20.74,25.66,-56.25,7,-1.88
8924,970,Nicklas,Eriksen,,SWE,Open,-0.86,24.22,29.8,-65.18,3,-1.0
8925,3635,Marcus,Hahn,sucram,SWE,Production,-0.86,24.36,29.97,-65.55,1,-1.46
8926,1702,Henrik,Rosenkvist,,SWE,Standard,-0.86,24.76,30.45,-66.58,1,-1.89
8927,3636,Nils,Östman,,SWE,Production,-0.87,24.9,30.61,-66.93,2,-1.47
8928,1703,Michael,Joki,,SWE,Standard,-0.87,22.62,27.91,-61.11,3,-1.9
8929,3637,Marcus,Wennick,,SWE,Production,-0.87,22.73,28.04,-61.4,2,-1.47
8930,1704,Christian,Ohlsson,kotte,SWE,Standard,-0.87,24.62,30.29,-66.25,1,-1.9
8931,90,Per,Holmström,lillper,SWE,Revolver,-0.87,25.06,30.81,-67.38,1,-4.63
8932,3638,Lars-Erik,Berggren,nequit,SWE,Production,-0.87,24.83,30.54,-66.79,2,-1.48
8933,3639,Daniel,Alatalo,,SWE,Production,-0.87,24.86,30.57,-66.86,2,-1.48
8934,1705,Per-Erik,Hessling,hessling,SWE,Standard,-0.88,25.91,31.83,-69.57,1,-1.92
8935,3640,Simon,M,,SWE,Production,-0.88,22.86,28.2,-61.75,1,-1.49
8936,1706,"Bisse, F.",Eliæson,bisse,SWE,Standard,-0.88,24.86,30.59,-66.9,4,-1.93
8937,3641,Michael,Holm,,SWE,Production,-0.88,24.74,30.45,-66.6,1,-1.5
8938,1707,Fredrik,Vigertsson,klabbbarparn,SWE,Standard,-0.89,19.62,24.37,-53.49,5,-1.95
8939,3642,Rasmus,Karlsson,,SWE,Production,-0.89,22.71,28.04,-61.41,1,-1.51
8940,971,Tanja,Rutherhagen,,SWE,Open,-0.89,25.05,30.82,-67.42,1,-1.03
8941,3643,Fredrik,Schneider,,SWE,Production,-0.89,25.06,30.83,-67.44,1,-1.51
8942,1708,Niklas,Åkerstedt,,SWE,Standard,-0.89,24.92,30.67,-67.08,1,-1.96
8943,3644,Johan,Bogg,docj,SWE,Production,-0.89,24.57,30.26,-66.2,1,-1.52
8944,1709,Jonnie,Nilsson,nilsson,SWE,Standard,-0.9,24.52,30.2,-66.09,1,-1.98
8945,3645,Niclas,Berggren,,SWE,Production,-0.9,24.11,29.72,-65.04,1,-1.53
8946,1710,Micke,Ovesson,,SWE,Standard,-0.91,24.77,30.5,-66.74,1,-1.98
8947,1711,Stefan,Folke,stix,SWE,Standard,-0.91,23.18,28.62,-62.67,5,-1.98
8948,972,Therese,Fleetwood,,SWE,Open,-0.91,24.67,30.4,-66.52,1,-1.05
8949,973,Jens,Hallén,,SWE,Open,-0.91,23.6,29.12,-63.77,1,-1.05
8950,1712,Michael,Andersson,jedimaster,SWE,Standard,-0.91,24.22,29.86,-65.37,2,-2.0
8951,3646,Lars,Regner,lare,SWE,Production,-0.92,24.7,30.44,-66.61,3,-1.55
8952,3647,Julia,Liljekvist,liljekvist,SWE,Production,-0.92,22.96,28.37,-62.14,1,-1.55
8953,1713,Pelle,Pettersson,,SWE,Standard,-0.92,24.35,30.02,-65.71,2,-2.01
8954,3648,Eric,Renström,,SWE,Production,-0.92,24.97,30.76,-67.32,2,-1.56
8955,3649,Peter,Magnusson,,SWE,Production,-0.92,22.69,28.05,-61.47,1,-1.56
8956,1714,Jesper,Carlsson,jeppec,SWE,Standard,-0.93,24.81,30.57,-66.92,1,-2.03
8957,1715,Jari,Asu,joa,SWE,Standard,-0.93,20.09,24.97,-54.82,5,-2.03
8958,3650,Mathias,Rosen,matte,SWE,Production,-0.93,24.27,29.94,-65.55,1,-1.58
8959,3651,Jonathan,Andersson,,SWE,Production,-0.93,21.39,26.53,-58.19,2,-1.58
8960,3652,Martin,Hallin,,SWE,Production,-0.94,22.82,28.22,-61.84,1,-1.58
8961,1716,Niclas,von Essen,,SWE,Standard,-0.94,25.11,30.94,-67.72,1,-2.05
8962,3653,Patrick,Grimelton,grimelton,SWE,Production,-0.94,23.15,28.62,-62.71,1,-1.58
8963,91,Stefan,Krol,pifmaster,SWE,Revolver,-0.94,24.24,29.92,-65.51,1,-4.97
8964,3654,Petri,Ukonmäki,,SWE,Production,-0.94,17.46,21.86,-48.11,7,-1.59
8965,3655,Lars,Gunnarsson,,SWE,Production,-0.94,24.52,30.25,-66.23,3,-1.59
8966,3656,Sebastian,Westling,,SWE,Production,-0.94,21.41,26.56,-58.27,2,-1.59
8967,3657,Johan,Kallur,johkal,SWE,Production,-0.94,24.35,30.05,-65.81,1,-1.6
8968,675,Karl,Skoglund,pistola38,SWE,Pistol Caliber Carbine,-0.94,18.67,23.31,-51.25,4,-1.54
8969,1717,Philip,Kortz,philipk,SWE,Standard,-0.94,24.61,30.36,-66.48,1,-2.07
8970,3658,Magnus,Dovander,,SWE,Production,-0.95,24.48,30.22,-66.17,1,-1.61
8971,974,Johan,Utterberg,,SWE,Open,-0.97,21.59,26.79,-58.8,2,-1.12
8972,92,Petter,Gullin,pgullin,SWE,Revolver,-0.97,25.03,30.89,-67.63,1,-5.13
8973,3659,Johan,Wendel,,SWE,Production,-0.97,21.76,27.0,-59.24,2,-1.64
8974,3660,Pierre,Evert,pirken,SWE,Production,-0.97,24.7,30.5,-66.8,1,-1.64
8975,3661,Roberth,Dahl,dahl,SWE,Production,-0.97,24.67,30.46,-66.72,2,-1.64
8976,93,Patrik,Pettersson,,SWE,Revolver,-0.97,24.79,30.61,-67.05,1,-5.15
8977,1718,Sergej,Mulabdic,,SWE,Standard,-0.98,23.51,29.09,-63.78,1,-2.15
8978,975,Ola,Dahlbäck,valleybrook,SWE,Open,-0.98,24.98,30.84,-67.54,6,-1.13
8979,3662,Johan,Erixon,,SWE,Production,-0.99,24.22,29.95,-65.63,1,-1.67
8980,3663,Erik,Stenberg,stenberg,SWE,Production,-0.99,24.67,30.49,-66.79,1,-1.67
8981,976,Max,Hoffman Hansen,,SWE,Open,-0.99,24.86,30.71,-67.27,1,-1.14
8982,3664,Marcus,Ståhlgren,stahlgren,SWE,Production,-0.99,23.92,29.6,-64.87,4,-1.68
8983,3665,Marcus,Rauger,,SWE,Production,-0.99,25.13,31.04,-67.98,1,-1.68
8984,1597,Julian,A,manowar,SWE,Production Optics,-0.99,22.45,27.85,-61.11,1,-1.35
8985,1719,Wilhelm,NotKnown,berra,SWE,Standard,-1.0,24.46,30.24,-66.27,1,-2.18
8986,3666,Mikael,Mattsson,,SWE,Production,-1.0,23.5,29.11,-63.84,1,-1.69
8987,3667,Madeleine,Tö,,SWE,Production,-1.0,19.46,24.31,-53.48,4,-1.69
8988,1720,Anders,Englesson,englesson,SWE,Standard,-1.01,25.24,31.19,-68.33,2,-2.21
8989,3668,Niklas,Skoog,niklas,SWE,Production,-1.01,21.49,26.73,-58.71,2,-1.72
8990,3669,Hubert,Radecki,,SWE,Production,-1.01,22.6,28.05,-61.56,1,-1.72
8991,94,Ola,Dahlbäck,valleybrook,SWE,Revolver,-1.02,24.63,30.48,-66.8,3,-5.43
8992,3670,Erik,Olsson,squad7,SWE,Production,-1.02,24.63,30.48,-66.81,1,-1.73
8993,3671,Tobias,Jacobsson,,SWE,Production,-1.02,23.96,29.68,-65.09,1,-1.73
8994,1721,Alexander,Portnoff,alex76,SWE,Standard,-1.02,24.44,30.26,-66.33,1,-2.24
8995,977,Christopher,Blomberg,blomberg,SWE,Open,-1.02,24.62,30.47,-66.8,4,-1.18
8996,1722,Göran,Valentin,thessphineman,SWE,Standard,-1.03,24.28,30.07,-65.93,1,-2.25
8997,3672,Simon,Lind,,SWE,Production,-1.03,22.54,28.01,-61.49,1,-1.75
8998,95,Patrik,Svedlund,2fast4u,SWE,Revolver,-1.04,24.64,30.51,-66.88,1,-5.49
8999,3673,Jan-Olof,Svärd,,SWE,Production,-1.04,23.51,29.16,-63.97,1,-1.75
9000,3674,Patric,Stacksjö,,SWE,Production,-1.04,24.25,30.04,-65.88,1,-1.76
9001,3675,Lorenz,Neumann,,SWE,Production,-1.04,23.67,29.36,-64.41,1,-1.76
9002,1723,Magnus,Westberg,mawe08,SWE,Standard,-1.04,24.72,30.61,-67.1,2,-2.27
9003,676,Tom,Ekenstråle,,SWE,Pistol Caliber Carbine,-1.04,23.85,29.58,-64.88,1,-1.7
9004,1724,Per,Gellermark,herman,SWE,Standard,-1.04,24.48,30.33,-66.5,1,-2.28
9005,1725,Kevork,Normanian,kevno,SWE,Standard,-1.04,24.83,30.74,-67.4,2,-2.29
9006,3676,Lukas,Nilsson,,SWE,Production,-1.05,24.42,30.25,-66.34,1,-1.77
9007,1726,Mika,Hellström,,SWE,Standard,-1.05,24.47,30.32,-66.5,1,-2.29
9008,3677,Hampus,Sederholm,,SWE,Production,-1.05,23.8,29.53,-64.78,1,-1.77
9009,1727,Tobias,Andersson,tobias,SWE,Standard,-1.05,24.53,30.39,-66.63,1,-2.29
9010,1728,Susan,Liu,,SWE,Standard,-1.05,22.91,28.47,-62.49,1,-2.3
9011,3678,Alf,Henrik Eriksson,,SWE,Production,-1.05,22.54,28.03,-61.54,1,-1.77
9012,3679,Pär,Nordstrand,,SWE,Production,-1.05,25.09,31.06,-68.1,3,-1.78
9013,3680,Martin,Halldén,,SWE,Production,-1.05,21.75,27.09,-59.51,2,-1.78
9014,3681,Oscar,Eliasson,,SWE,Production,-1.06,22.99,28.57,-62.72,1,-1.79
9015,1598,Henric,Johnsson,,SWE,Production Optics,-1.06,22.59,28.09,-61.69,1,-1.44
9016,1729,Jonas,Brandt,,SWE,Standard,-1.06,24.65,30.55,-66.99,1,-2.32
9017,978,Henrik,Sekund,,SWE,Open,-1.06,24.39,30.24,-66.33,1,-1.23
9018,261,Freddie,Thörn,boxen,SWE,Classic,-1.06,24.61,30.5,-66.9,1,-3.58
9019,979,Daniel,Ventura,devv,SWE,Open,-1.06,25.21,31.22,-68.44,1,-1.23
9020,3682,Eva,Andersson,,SWE,Production,-1.06,19.35,24.26,-53.42,5,-1.8
9021,1730,Jonas,Hagström,viper73,SWE,Standard,-1.06,24.85,30.79,-67.52,1,-2.33
9022,3683,Christer,Eklund,7536,SWE,Production,-1.06,23.5,29.19,-64.07,1,-1.8
9023,3684,Magnus,Söderberg,,SWE,Production,-1.06,24.88,30.82,-67.59,3,-1.8
9024,3685,Fredrik,Lundvall,fluppo,SWE,Production,-1.06,24.6,30.5,-66.89,1,-1.8
9025,1731,Thomas,Svensson,aw93,SWE,Standard,-1.07,24.94,30.91,-67.77,2,-2.33
9026,1732,Ahmad,Asad,,SWE,Standard,-1.07,24.32,30.16,-66.16,1,-2.34
9027,96,Christer,Siverud,christer,SWE,Revolver,-1.07,24.6,30.5,-66.9,2,-5.69
9028,1733,Roger,Andersson,rogera,SWE,Standard,-1.07,24.21,30.05,-65.93,3,-2.35
9029,1734,Thomas,Olausson,thomaso,SWE,Standard,-1.07,24.61,30.52,-66.94,3,-2.35
9030,1735,Tim,Paulsson,,SWE,Standard,-1.08,24.51,30.41,-66.71,1,-2.36
9031,980,Gert,Hellström,olex,SWE,Open,-1.08,24.29,30.15,-66.16,3,-1.25
9032,1736,Peter,Larsson,grumpyshepherd,SWE,Standard,-1.09,19.32,24.24,-53.41,4,-2.38
9033,981,Torbjörn,Renbäck,renback,SWE,Open,-1.09,24.88,30.85,-67.68,1,-1.26
9034,982,Uma,Na Nakhon Falk,uma18,SWE,Open,-1.09,24.41,30.3,-66.48,1,-1.26
9035,3686,Erik,Melin,,SWE,Production,-1.09,20.88,26.1,-57.44,3,-1.85
9036,3687,Ted,Torbenson,,SWE,Production,-1.1,24.33,30.22,-66.31,1,-1.85
9037,3688,Henrik,Knape,,SWE,Production,-1.1,23.86,29.65,-65.08,1,-1.86
9038,3689,Jonas,Flora,,SWE,Production,-1.11,22.39,27.92,-61.36,1,-1.87
9039,1737,Jens,Sundgren,nike,SWE,Standard,-1.11,25.49,31.6,-69.31,1,-2.42
9040,3690,Ola,Erlandsson,geller,SWE,Production,-1.11,24.16,30.03,-65.91,2,-1.88
9041,1738,Christian,Gustafsson,,SWE,Standard,-1.11,24.55,30.49,-66.91,1,-2.43
9042,3691,Ing,We,,SWE,Production,-1.11,22.99,28.63,-62.91,1,-1.88
9043,3692,Daniel,Axelsson,,SWE,Production,-1.11,23.82,29.63,-65.07,1,-1.89
9044,3693,Susanna,Svanerö,,SWE,Production,-1.11,16.8,21.29,-47.06,7,-1.89
9045,3694,Robert,Lindwall,rob13,SWE,Production,-1.12,24.8,30.8,-67.59,1,-1.89
9046,262,Jacob,Damm,,SWE,Classic,-1.12,23.32,29.04,-63.8,1,-3.79
9047,1739,Philip,Kjellberg,,SWE,Standard,-1.12,22.57,28.15,-61.87,1,-2.45
9048,3695,Dennis,Husell,,SWE,Production,-1.12,25.06,31.11,-68.28,1,-1.9
9049,3696,Samer,Dawood,,SWE,Production,-1.12,23.42,29.16,-64.07,1,-1.9
9050,3697,Martin,Ekeberg,,SWE,Production,-1.13,24.97,31.01,-68.06,2,-1.91
9051,3698,Fredrik,Hittersten,,SWE,Production,-1.13,25.1,31.16,-68.39,1,-1.91
9052,1740,Kalle,Engstedt,kallekula,SWE,Standard,-1.13,24.95,30.98,-68.0,1,-2.47
9053,983,Henric,Thorell,,SWE,Open,-1.13,25.07,31.13,-68.32,1,-1.31
9054,3699,Rolf,Sjösvärd,,SWE,Production,-1.13,16.82,21.33,-47.17,9,-1.92
9055,1741,Kalle,Frimodt,stomper,SWE,Standard,-1.14,24.3,30.24,-66.4,1,-2.5
9056,97,Thomas,Rickardsson,livdragon,SWE,Revolver,-1.15,24.45,30.41,-66.79,1,-6.09
9057,1742,Jonas,Karlsson,opeljk,SWE,Standard,-1.15,24.39,30.35,-66.65,1,-2.51
9058,1743,Danina,Gröning,danina,SWE,Standard,-1.15,24.22,30.14,-66.22,1,-2.53
9059,984,David,Ravenna,dr71,SWE,Open,-1.15,24.14,30.05,-66.02,1,-1.34
9060,263,Gert,Hellström,olex,SWE,Classic,-1.15,23.2,28.94,-63.62,2,-3.9
9061,3700,Ulf,Jerneryd,uffe70,SWE,Production,-1.15,23.53,29.33,-64.45,1,-1.95
9062,985,Claes,Nilsson,,SWE,Open,-1.16,19.94,25.06,-55.25,7,-1.34
9063,3701,Christian,Holmgren,kryllxc,SWE,Production,-1.16,24.21,30.14,-66.2,1,-1.96
9064,3702,Joakim,Mellberg,,SWE,Production,-1.16,24.85,30.9,-67.85,1,-1.96
9065,1744,Håkan,Borgström,,SWE,Standard,-1.17,24.5,30.5,-66.99,2,-2.56
9066,986,Carl-johan,Johansson,,SWE,Open,-1.18,23.39,29.18,-64.17,2,-1.36
9067,3703,Fredrik,Nordh,nordha,SWE,Production,-1.18,24.07,29.99,-65.91,1,-1.99
9068,1745,Erik,Isacsson,,SWE,Standard,-1.18,23.46,29.27,-64.36,1,-2.58
9069,3704,Fred,Johansson,maskinisten,SWE,Production,-1.18,25.29,31.45,-69.07,2,-2.0
9070,1746,John-Olof,Diegnér,,SWE,Standard,-1.18,23.63,29.49,-64.82,2,-2.59
9071,1747,Anders,Lundgren,,SWE,Standard,-1.18,24.28,30.25,-66.48,1,-2.59
9072,1748,Daniel,Yderfors,yderfors,SWE,Standard,-1.19,25.03,31.15,-68.42,1,-2.6
9073,3705,Alina,Hagelqvist,,SWE,Production,-1.19,17.47,22.17,-49.05,6,-2.02
9074,3706,Anton,Bertilsson,,SWE,Production,-1.2,24.13,30.1,-66.17,1,-2.03
9075,3707,Fredrik B,Johansson,foxen,SWE,Production,-1.2,23.51,29.37,-64.59,2,-2.04
9076,1749,Tommy,Lénberg,,SWE,Standard,-1.2,24.74,30.83,-67.74,2,-2.64
9077,1599,Ola,Heldh,drutten,SWE,Production Optics,-1.21,19.78,24.93,-55.01,3,-1.64
9078,1750,Matilda,Sundqvist,,SWE,Standard,-1.21,14.4,18.55,-41.24,11,-2.65
9079,1751,Michael,Isacson,,SWE,Standard,-1.21,24.77,30.87,-67.84,1,-2.65
9080,1752,Sonny,Sjögren,,SWE,Standard,-1.21,23.34,29.17,-64.16,1,-2.65
9081,3708,Mathias,Dagerhed,,SWE,Production,-1.21,16.34,20.86,-46.24,6,-2.05
9082,3709,Johnny,Nordström,,SWE,Production,-1.22,22.32,27.97,-61.59,1,-2.06
9083,1753,Ludvig,Wessén,,SWE,Standard,-1.23,23.74,29.67,-65.26,2,-2.68
9084,1600,Per,Dalén,pdn,SWE,Production Optics,-1.23,18.8,23.79,-52.58,4,-1.67
9085,1754,Björn,Arvidsson,,SWE,Standard,-1.23,23.41,29.27,-64.41,1,-2.69
9086,3710,Jimmy,Sandberg,,SWE,Production,-1.23,24.02,30.0,-65.99,2,-2.09
9087,1755,Jan,Sjölin,,SWE,Standard,-1.23,24.27,30.3,-66.63,1,-2.7
9088,987,Jiro,Nihei,zatoichi,SWE,Open,-1.24,25.16,31.36,-68.93,3,-1.43
9089,1756,William,Gjerulf,,SWE,Standard,-1.24,24.39,30.45,-66.96,2,-2.72
9090,3711,Adam,Isaksson,,SWE,Production,-1.24,24.29,30.33,-66.7,1,-2.1
9091,988,"Thomas ""Vasa""",Martinsson,vasa,SWE,Open,-1.24,23.84,29.8,-65.56,3,-1.44
9092,3712,Maria,Wictorsson,,SWE,Production,-1.24,22.12,27.76,-61.16,3,-2.1
9093,1757,Claudio,Hult,zorro,SWE,Standard,-1.24,24.98,31.16,-68.49,1,-2.72
9094,3713,Fredrik,Enmark,evilfred,SWE,Production,-1.24,24.83,30.99,-68.13,3,-2.11
9095,3714,Gustav,Bengtsson,,SWE,Production,-1.25,25.22,31.45,-69.12,1,-2.11
9096,1758,Elias,Janérus,,SWE,Standard,-1.25,23.32,29.19,-64.26,1,-2.73
9097,98,Carl,Schroeder,,SWE,Revolver,-1.25,24.45,30.53,-67.15,2,-6.63
9098,1759,Daniel,Jakobsson,bbq,SWE,Standard,-1.25,24.09,30.11,-66.25,1,-2.74
9099,1760,Johan,Mattsson,hefaistos,SWE,Standard,-1.25,24.67,30.8,-67.72,1,-2.74
9100,3715,Erik,Persson,,SWE,Production,-1.26,21.21,26.69,-58.86,2,-2.13
9101,3716,Per,Gustafsson,,SWE,Production,-1.27,25.45,31.75,-69.78,1,-2.14
9102,3717,Roger,Forgbert,,SWE,Production,-1.27,25.05,31.27,-68.76,1,-2.14
9103,3718,Magnus,Bergle,,SWE,Production,-1.27,24.98,31.19,-68.59,1,-2.15
9104,1761,Anders,Landin,mpin,SWE,Standard,-1.27,15.48,19.91,-44.25,9,-2.79
9105,677,Peter,Slättersjö,dumbswede,SWE,Pistol Caliber Carbine,-1.28,21.29,26.81,-59.15,2,-2.08
9106,1762,Daniel,Gulle,noob,SWE,Standard,-1.28,25.48,31.79,-69.91,1,-2.81
9107,1763,Ronny,Bergström,bul38super,SWE,Standard,-1.29,17.97,22.89,-50.69,6,-2.82
9108,1764,Heléne,Magnesten,,SWE,Standard,-1.3,17.02,21.76,-48.27,8,-2.84
9109,3719,Patrik,Gabrielsson,,SWE,Production,-1.3,24.47,30.62,-67.38,1,-2.2
9110,1765,Mathias,Hedlund,mathias4223,SWE,Standard,-1.3,24.87,31.09,-68.41,1,-2.84
9111,3720,Fredrik,Skantze,fredrik,SWE,Production,-1.3,24.41,30.55,-67.25,4,-2.2
9112,3721,Anders,Åström,,SWE,Production,-1.3,23.52,29.5,-64.98,1,-2.21
9113,1601,Charlotte,Kläppe,,SWE,Production Optics,-1.31,21.6,27.22,-60.05,2,-1.78
9114,1766,Christian,Backman,,SWE,Standard,-1.31,23.86,29.9,-65.85,1,-2.86
9115,989,Allan,Bergman,dosch,SWE,Open,-1.31,23.94,30.0,-66.05,1,-1.51
9116,3722,Richard,Isaksson,,SWE,Production,-1.31,21.83,27.49,-60.65,2,-2.21
9117,3723,Michiel,Jarlenäs,,SWE,Production,-1.32,22.84,28.7,-63.26,1,-2.23
9118,1767,Håkan,Källgren,,SWE,Standard,-1.32,24.52,30.7,-67.58,1,-2.88
9119,1768,Dennis,Hansson,,SWE,Standard,-1.32,25.2,31.5,-69.32,3,-2.88
9120,990,Mats,Lisstrand,minister,SWE,Open,-1.32,22.05,27.77,-61.25,1,-1.53
9121,991,Adam,Isaksson,,SWE,Open,-1.32,24.0,30.09,-66.26,1,-1.53
9122,3724,Mark,Everall,,SWE,Production,-1.32,23.6,29.62,-65.24,1,-2.24
9123,3725,Helene,Nyqvist,helnyq,SWE,Production,-1.32,18.67,23.75,-52.59,5,-2.24
9124,3726,Per,Mellström,mellstrom,SWE,Production,-1.33,24.73,30.96,-68.14,1,-2.24
9125,3727,Erik,Westin,eriklawes,SWE,Production,-1.33,24.89,31.16,-68.58,1,-2.25
9126,99,Henrik,Alfredsson,,SWE,Revolver,-1.33,24.47,30.66,-67.52,2,-7.08
9127,992,Linus,Winterboren,,SWE,Open,-1.33,24.32,30.49,-67.14,1,-1.54
9128,1769,Mats,Salomonsson,matsihagen,SWE,Standard,-1.34,24.42,30.6,-67.37,1,-2.92
9129,264,Daniel,Dywling,,SWE,Classic,-1.34,20.74,26.23,-57.96,4,-4.52
9130,1770,Måns,Karlsson,karlsson,SWE,Standard,-1.34,24.31,30.47,-67.11,2,-2.93
9131,3728,Elvis,Mulic,,SWE,Production,-1.34,23.78,29.85,-65.77,1,-2.27
9132,3729,Patrik,NotKnown,labb,SWE,Production,-1.35,24.83,31.11,-68.49,1,-2.29
9133,1771,Ola,Pettersson,olapet1970,SWE,Standard,-1.36,20.09,25.48,-56.36,3,-2.97
9134,3730,Tony,Grepp,thermo,SWE,Production,-1.36,18.69,23.82,-52.78,5,-2.3
9135,3731,Andreas,Trillelv,,SWE,Production,-1.36,23.93,30.05,-66.22,1,-2.31
9136,3732,Lesley,Walsh Ytterholm,,SWE,Production,-1.37,21.8,27.52,-60.77,2,-2.32
9137,1772,Jöran,Stålhane,,SWE,Standard,-1.37,25.42,31.82,-70.05,1,-2.99
9138,3733,Johan,Fogelström,,SWE,Production,-1.37,19.91,25.29,-55.95,3,-2.32
9139,993,Mattias,Vipeland,,SWE,Open,-1.37,24.15,30.32,-66.8,1,-1.58
9140,1773,martin,cardell,martinc,SWE,Standard,-1.38,24.74,31.03,-68.36,1,-3.01
9141,1774,Erik,Willner,eriwil,SWE,Standard,-1.38,24.09,30.27,-66.71,1,-3.02
9142,100,Peter,Freed,freed,SWE,Revolver,-1.38,22.24,28.07,-61.96,1,-7.34
